source,dataset,department,dataset_url,licence_name,licence_version,licence_url,attribution,download_date
City of Toronto,Places of Worship,"Social Development, Finance & Administration",https://open.toronto.ca/dataset/places-of-worship/,Open Government Licence - Toronto,1,https://open.toronto.ca/open-data-licence/,Contains information licensed under the Open Government Licence - Toronto,2024-12-19
City of Toronto,Ambulance Station Locations,Toronto Paramedic Services,https://open.toronto.ca/dataset/ambulance-station-locations/,Open Government Licence - Toronto,1,https://open.toronto.ca/open-data-licence/,Contains information licensed under the Open Government Licence - Toronto,2024-12-19
City of Toronto,Building Outlines,Information and Technology,https://open.toronto.ca/dataset/topographic-mapping-building-outlines/,Open Government Licence - Toronto,1,https://open.toronto.ca/open-data-licence/,Contains information licensed under the Open Government Licence - Toronto,2024-11-18
City of Toronto,Licensed Child Care Centres,Children's Services,https://open.toronto.ca/dataset/licensed-child-care-centres/,Open Government Licence - Toronto,1,https://open.toronto.ca/open-data-licence/,Contains information licensed under the Open Government Licence - Toronto,2024-12-19
City of Toronto,Police Facility Locations,Toronto Police Services,https://open.toronto.ca/dataset/police-facility-locations/,Open Government Licence - Toronto,1,https://open.toronto.ca/open-data-licence/,Contains information licensed under the Open Government Licence - Toronto,2024-12-19
City of Vancouver,Homeless shelter locations,,https://opendata.vancouver.ca/explore/dataset/homeless-shelter-locations/information/,Open Government Licence - Vancouver,1,https://opendata.vancouver.ca/pages/licence/,Contains information licensed under the Open Government Licence - Vancouver.,2025-01-13
City of Vancouver,Libraries,,https://opendata.vancouver.ca/explore/dataset/libraries/export/,Open Government Licence - Vancouver,1,https://opendata.vancouver.ca/pages/licence/,Contains information licensed under the Open Government Licence - Vancouver.,2024-12-03
City of Vancouver,Schools,,https://opendata.vancouver.ca/explore/dataset/schools/export/,Open Government Licence - Vancouver,1,https://opendata.vancouver.ca/pages/licence/,Contains information licensed under the Open Government Licence - Vancouver.,2024-12-03
City of Vancouver,Community centres,,https://opendata.vancouver.ca/explore/dataset/community-centres/information/,Open Government Licence - Vancouver,1,https://opendata.vancouver.ca/pages/licence/,Contains information licensed under the Open Government Licence - Vancouver.,2025-01-13
City of Vancouver,Cultural Spaces,,https://opendata.vancouver.ca/explore/dataset/cultural-spaces/export/?disjunctive.type&disjunctive.primary_use&disjunctive.ownership,Open Government Licence - Vancouver,1,https://opendata.vancouver.ca/pages/licence/,Contains information licensed under the Open Government Licence - Vancouver.,2024-12-03
City of Vancouver,Heritage sites,,https://opendata.vancouver.ca/explore/dataset/heritage-sites/information/,Open Government Licence - Vancouver,1,https://opendata.vancouver.ca/pages/licence/,Contains information licensed under the Open Government Licence - Vancouver.,2024-12-03
City of Vancouver,Property addresses,,https://opendata.vancouver.ca/explore/dataset/property-addresses/information/,Open Government Licence - Vancouver,1,https://opendata.vancouver.ca/pages/licence/,Contains information licensed under the Open Government Licence - Vancouver.,2025-02-16
City of Vancouver,Building Footprints 2015,,https://opendata.vancouver.ca/explore/dataset/building-footprints-2015/information/,Open Government Licence - Vancouver,1,https://opendata.vancouver.ca/pages/licence/,Contains information licensed under the Open Government Licence - Vancouver.,2024-12-03
City of Vancouver,Fire halls,,https://opendata.vancouver.ca/explore/dataset/fire-halls/information/,Open Government Licence - Vancouver,1,https://opendata.vancouver.ca/pages/licence/,Contains information licensed under the Open Government Licence - Vancouver.,2025-01-13
City of Victoria,City and Neighbourhood Facilities,,https://opendata.victoria.ca/datasets/36ce9ffd00124fd495bb6710b83451b5_7/explore,Open Government Licence - City of Victoria,1,https://opendata.victoria.ca/pages/open-data-licence,Contains information licensed under the Open Government Licence - City of Victoria.,2024-12-03
City of Victoria,Prominent Heritage Buildings (OCP),,https://opendata.victoria.ca/datasets/814e9da1fe2a4be29f949273be25e90d_8/explore,Open Government Licence - City of Victoria,1,https://opendata.victoria.ca/pages/open-data-licence,Contains information licensed under the Open Government Licence - City of Victoria.,2024-12-03
City of Victoria,Building Rooflines,,https://opendata.victoria.ca/datasets/dc37de452a614b599dd9c9ff473739d3_1/explore,Open Government Licence - City of Victoria,1,https://opendata.victoria.ca/pages/open-data-licence,Contains information licensed under the Open Government Licence - City of Victoria.,2024-12-03
City of Victoria,Address Points,,https://opendata.victoria.ca/datasets/d638de50c2bb46e3a4c15fefe3756e78_0/explore,Open Government Licence - City of Victoria,1,https://opendata.victoria.ca/pages/open-data-licence,Contains information licensed under the Open Government Licence - City of Victoria.,2025-01-13
City of Victoria,Critical Infrastructure Facilities (OCP),,https://opendata.victoria.ca/datasets/5d287a2955f44efe8567f9ef950f2dbc_1/explore,Open Government Licence - City of Victoria,1,https://opendata.victoria.ca/pages/open-data-licence,Contains information licensed under the Open Government Licence - City of Victoria.,2024-12-03
City of Victoria,Schools,,https://opendata.victoria.ca/datasets/6048d49798bd45c9b0daac641c5c4090_9/explore,Open Government Licence - City of Victoria,1,https://opendata.victoria.ca/pages/open-data-licence,Contains information licensed under the Open Government Licence - City of Victoria.,2024-12-03
City of Victoria,Arts and Culture Facilities (OCP),,https://opendata.victoria.ca/datasets/b8aaa451b784440db8df591066504326_6/explore,Open Government Licence - City of Victoria,1,https://opendata.victoria.ca/pages/open-data-licence,Contains information licensed under the Open Government Licence - City of Victoria.,2024-12-03
City of Waterloo,Addresses,,https://opendata-city-of-waterloo.opendata.arcgis.com/datasets/fb1ce9625c634b2dbe1d2be36d419711_0/explore,Waterloo Open Data User Licence,,https://data.waterloo.ca/pages/open-data-licence,Contains information provided by the City of Waterloo under licence,2025-02-16
City of Waterloo,Points of Interest,,https://opendata-city-of-waterloo.opendata.arcgis.com/datasets/04a8276e6c074a6b8a2a158cc1a1d81e_0/explore,Waterloo Open Data User Licence,,https://data.waterloo.ca/pages/open-data-licence,Contains information provided by the City of Waterloo under licence,2025-02-16
City of Waterloo,Older Adult Housing Directory,,https://opendata-city-of-waterloo.opendata.arcgis.com/datasets/4c7eee9477084f5e80fee554bb35a175_0/explore,Waterloo Open Data User Licence,,https://data.waterloo.ca/pages/open-data-licence,Contains information provided by the City of Waterloo under licence,2025-02-16
City of Waterloo,Heritage Buildings,,https://opendata-city-of-waterloo.opendata.arcgis.com/datasets/City-of-Waterloo::heritage-buildings/explore,Waterloo Open Data User Licence,,https://data.waterloo.ca/pages/open-data-licence,Contains information provided by the City of Waterloo under licence,2024-12-10
City of Waterloo,Building Outlines,,https://opendata-city-of-waterloo.opendata.arcgis.com/datasets/City-of-Waterloo::building-outlines/explore,Waterloo Open Data User Licence,,https://data.waterloo.ca/pages/open-data-licence,Contains information provided by the City of Waterloo under licence,2024-12-10
City of Waterloo,Places of Worship,,https://opendata-city-of-waterloo.opendata.arcgis.com/datasets/5d90eeb4db7d49ab99f0565ff612eb1c_0/explore,Waterloo Open Data User Licence,,https://data.waterloo.ca/pages/open-data-licence,Contains information provided by the City of Waterloo under licence,2025-02-16
City of Waterloo,Recreation Points,,https://opendata-city-of-waterloo.opendata.arcgis.com/datasets/bf129a5294134d178fcd37857e2ab0fe_0/explore,Waterloo Open Data User Licence,,https://data.waterloo.ca/pages/open-data-licence,Contains information provided by the City of Waterloo under licence,2025-02-16
City of Waterloo,Schools,,https://opendata-city-of-waterloo.opendata.arcgis.com/datasets/3901b3ef7f7343be8ebfe793efae8f21_0/explore,Waterloo Open Data User Licence,,https://data.waterloo.ca/pages/open-data-licence,Contains information provided by the City of Waterloo under licence,2025-02-16
City of Welland,Welland Building Footprints,,https://open.welland.ca/datasets/880aa1b15e9f475aac41dcb4fbc90787_0/explore,Open Government Licence - City of Welland,2,https://open.welland.ca/pages/terms-of-use,Contains information licensed under the Open Government Licence - City of Welland.,2025-02-16
City of Welland,Welland Municipal Facilities,,https://open.welland.ca/datasets/aad9a83fafa0457680891256d1c03498_0/explore,Open Government Licence - City of Welland,2,https://open.welland.ca/pages/terms-of-use,Contains information licensed under the Open Government Licence - City of Welland.,2024-11-26
City of White Rock,City Owned Buildings,,https://data.whiterockcity.ca/datasets/69d8bc1c9e3c48149b8ed9d7e6a96783/explore?layer=0,Open Government License - City of White Rock.,2,https://maps.whiterockcity.ca/Open%20Government%20Licence.html,Contains information licensed under the Open Government License - City of White Rock.,2024-12-04
City of White Rock,Building Outlines,,https://data.whiterockcity.ca/datasets/609cf7aa3b914e3caafe1da065ba8754/explore,Open Government License - City of White Rock.,2,https://maps.whiterockcity.ca/Open%20Government%20Licence.html,Contains information licensed under the Open Government License - City of White Rock.,2024-12-04
City of White Rock,Parcel Addresses,,https://data.whiterockcity.ca/datasets/a186df1b215449fabe421c784d4a8b15/explore?layer=0,Open Government License - City of White Rock.,2,https://maps.whiterockcity.ca/Open%20Government%20Licence.html,Contains information licensed under the Open Government License - City of White Rock.,2025-01-13
City of Windsor,Arenas,Engineering - Geomatics,https://opendata.citywindsor.ca/details/2,Open Government Licence - The Corporation of the City of Windsor,1,https://opendata.citywindsor.ca/Documents/OpenDataTermsofUse.pdf,Contains information licensed under the Open Government Licence - The Corporation of the City of Windsor.,2024-12-19
City of Windsor,Community Centres,Engineering - Geomatics,https://opendata.citywindsor.ca/details/195,Open Government Licence - The Corporation of the City of Windsor,1,https://opendata.citywindsor.ca/Documents/OpenDataTermsofUse.pdf,Contains information licensed under the Open Government Licence - The Corporation of the City of Windsor.,2024-12-19
City of Windsor,Libraries,Engineering - Geomatics,https://opendata.citywindsor.ca/details/205,Open Government Licence - The Corporation of the City of Windsor,1,https://opendata.citywindsor.ca/Documents/OpenDataTermsofUse.pdf,Contains information licensed under the Open Government Licence - The Corporation of the City of Windsor.,2024-12-19
City of Windsor,Hospitals,Engineering - Geomatics,https://opendata.citywindsor.ca/details/203,Open Government Licence - The Corporation of the City of Windsor,1,https://opendata.citywindsor.ca/Documents/OpenDataTermsofUse.pdf,Contains information licensed under the Open Government Licence - The Corporation of the City of Windsor.,2024-12-19
City of Windsor,Police Stations,Windsor Police Services,https://opendata.citywindsor.ca/details/210,Open Government Licence - The Corporation of the City of Windsor,1,https://opendata.citywindsor.ca/Documents/OpenDataTermsofUse.pdf,Contains information licensed under the Open Government Licence - The Corporation of the City of Windsor.,2024-12-19
City of Windsor,Schools,Engineering - Geomatics,https://opendata.citywindsor.ca/details/211,Open Government Licence - The Corporation of the City of Windsor,1,https://opendata.citywindsor.ca/Documents/OpenDataTermsofUse.pdf,Contains information licensed under the Open Government Licence - The Corporation of the City of Windsor.,2024-12-19
City of Windsor,Building Footprints,Engineering - Geomatics,https://opendata.citywindsor.ca/details/234,Open Government Licence - The Corporation of the City of Windsor,1,https://opendata.citywindsor.ca/Documents/OpenDataTermsofUse.pdf,Contains information licensed under the Open Government Licence - The Corporation of the City of Windsor.,2024-12-11
City of Windsor,Heritage Sites,Planning Department,https://opendata.citywindsor.ca/details/202,Open Government Licence - The Corporation of the City of Windsor,1,https://opendata.citywindsor.ca/Documents/OpenDataTermsofUse.pdf,Contains information licensed under the Open Government Licence - The Corporation of the City of Windsor.,2024-12-19
City of Windsor,Fire Stations,Windsor Fire & Rescue,https://opendata.citywindsor.ca/details/199,Open Government Licence - The Corporation of the City of Windsor,1,https://opendata.citywindsor.ca/Documents/OpenDataTermsofUse.pdf,Contains information licensed under the Open Government Licence - The Corporation of the City of Windsor.,2024-12-19
City of Yellowknife,City Of Yellowknife Buildings,Division of Corporate Services,https://opendata.yellowknife.ca/home/details/5cb4a3bf-2769-4291-9f0a-d27e0ffbf323,City of Yellowknife's Open Data License,1,https://www.yellowknife.ca/en/exploring-yellowknife/resources/geomatic_services/City_of_Yellowknife_Open_Data_LIcence__Terms_of_Use.pdf,“Contains public sector Datasets made available under the City of Yellowknife's Open Data License v.1,2024-11-15
County of Elgin,Elgin Library,,https://elgin-county-open-data-elgin-county.hub.arcgis.com/datasets/fbd6169f3ced4ded9c11cd09a71c3387_0/explore,Open Government Licence —County of Elgin,1,https://elgin-county.maps.arcgis.com/sharing/rest/content/items/f42da686f2664c3db3b5c5959336224c/data,Contains information licensed under the Open Government Licence - County of Elgin.”,2024-12-18
County of Elgin,Elgin Address Points 2025,,https://elgin-county-open-data-elgin-county.hub.arcgis.com/datasets/2d63aeb65e3440d6aa41f9b95ed571d1_1/explore,Open Government Licence —County of Elgin,1,https://elgin-county.maps.arcgis.com/sharing/rest/content/items/f42da686f2664c3db3b5c5959336224c/data,Contains information licensed under the Open Government Licence - County of Elgin.”,2025-02-15
County of Elgin,Building Footprints,,https://elgin-county-open-data-elgin-county.hub.arcgis.com/datasets/945097f46a914e5fa458f1d774bcd00c_0/explore,Open Government Licence —County of Elgin,1,https://elgin-county.maps.arcgis.com/sharing/rest/content/items/f42da686f2664c3db3b5c5959336224c/data,Contains information licensed under the Open Government Licence - County of Elgin.”,2024-12-18
County of Essex,Places of Worship,,https://opendata.countyofessex.ca/datasets/7ade7b73592e482ca763af6e8346d094_0/explore,Open Government Licence - The Corporation of the County of Essex,1,https://gisweb.countyofessex.ca/OpenData/County%20of%20Essex%20-%20Open%20Government%20Licence.pdf,"© Copyright County of Essex, The County of Essex does not warrant the accuracy, completeness, content, or currency of the information provided.",2024-12-23
County of Essex,Town of Tecumseh Address Points,,https://opendata.countyofessex.ca/datasets/a0c6e85730a6493689ae5eed7f15fc1e_33/explore,Open Government Licence - The Corporation of the County of Essex,1,https://gisweb.countyofessex.ca/OpenData/County%20of%20Essex%20-%20Open%20Government%20Licence.pdf,"© Copyright Town of Tecumseh, The Town of Tecumseh does not warrant the accuracy, completeness, content, or currency of the information provided.",2025-02-15
County of Essex,Building Footprints,,https://opendata.countyofessex.ca/datasets/d55a5d77cf9744cc8dc0e38ea93c3827_34/explore,Open Government Licence - The Corporation of the County of Essex,1,https://gisweb.countyofessex.ca/OpenData/County%20of%20Essex%20-%20Open%20Government%20Licence.pdf,"© Copyright Town of Tecumseh, The Town of Tecumseh does not warrant the accuracy, completeness, content, or currency of the information provided.",2024-12-23
County of Essex,County Libraries,,https://opendata.countyofessex.ca/datasets/6fb09bde163b41928f32d6b36d655ace_2/explore,Open Government Licence - The Corporation of the County of Essex,1,https://gisweb.countyofessex.ca/OpenData/County%20of%20Essex%20-%20Open%20Government%20Licence.pdf,"© Copyright County of Essex, The County of Essex does not warrant the accuracy, completeness, content, or currency of the information provided.",2024-12-23
County of Essex,Police Stations,,https://opendata.countyofessex.ca/datasets/d2aca5cbc5234e339c08257ed25b9730_3/explore,Open Government Licence - The Corporation of the County of Essex,1,hhttps://gisweb.countyofessex.ca/OpenData/County%20of%20Essex%20-%20Open%20Government%20Licence.pdf,"© Copyright County of Essex, The County of Essex does not warrant the accuracy, completeness, content, or currency of the information provided.",2024-12-23
County of Essex,Schools,,https://opendata.countyofessex.ca/datasets/28b47e75ee8b4fcf853b271d27e54066_27/explore,Open Government Licence - The Corporation of the County of Essex,1,https://gisweb.countyofessex.ca/OpenData/County%20of%20Essex%20-%20Open%20Government%20Licence.pdf,"© Copyright Town of Tecumseh, The Town of Tecumseh does not warrant the accuracy, completeness, content, or currency of the information provided.",2024-12-23
County of Essex,Town Facilities,,https://opendata.countyofessex.ca/datasets/6b1aeb460db040d8a5b9b4b12fe9803f_30/explore,Open Government Licence - The Corporation of the County of Essex,1,https://gisweb.countyofessex.ca/OpenData/County%20of%20Essex%20-%20Open%20Government%20Licence.pdf,"© Copyright Town of Tecumseh, The Town of Tecumseh does not warrant the accuracy, completeness, content, or currency of the information provided.",2024-12-23
County of Essex,Ambulance Stations,,https://opendata.countyofessex.ca/datasets/28e8cb89ede04e3583f86d02394ecb11_0/explore,Open Government Licence - The Corporation of the County of Essex,1,https://gisweb.countyofessex.ca/OpenData/County%20of%20Essex%20-%20Open%20Government%20Licence.pdf,"© Copyright County of Essex, The County of Essex does not warrant the accuracy, completeness, content, or currency of the information provided.",2024-12-23
County of Essex,Place of Worship,,https://opendata.countyofessex.ca/datasets/0e033708428246e6832db9374c84616a_26/explore,Open Government Licence - The Corporation of the County of Essex,1,https://gisweb.countyofessex.ca/OpenData/County%20of%20Essex%20-%20Open%20Government%20Licence.pdf,"© Copyright Town of Tecumseh, The Town of Tecumseh does not warrant the accuracy, completeness, content, or currency of the information provided.",2024-12-23
County of Essex,Fire Stations,,https://opendata.countyofessex.ca/datasets/a1e0e81e63574c7e83b40b00d52c6530_1/explore,Open Government Licence - The Corporation of the County of Essex,1,https://gisweb.countyofessex.ca/OpenData/County%20of%20Essex%20-%20Open%20Government%20Licence.pdf,"© Copyright County of Essex, The County of Essex does not warrant the accuracy, completeness, content, or currency of the information provided.",2024-12-23
County of Frontenac,Community Hall,,https://county-frontenac.hub.arcgis.com/datasets/8764350092ce4c91a7af8002f96c586f_0/explore,County of Frontenac - Open Government Licence,1,https://frontenac.maps.arcgis.com/sharing/rest/content/items/b8d2d338adc240c9b7d78e5f615e0652/data,Contains information licensed under the Open Government Licence - County of Frontenac.,2024-12-20
County of Frontenac,Civic Address Points (Open Data View),,https://county-frontenac.hub.arcgis.com/datasets/019c879661b44075b2b3f1cecbad2407_0/explore,County of Frontenac - Open Government Licence,1,https://frontenac.maps.arcgis.com/sharing/rest/content/items/b8d2d338adc240c9b7d78e5f615e0652/data,Contains information licensed under the Open Government Licence - County of Frontenac.,2025-02-15
County of Frontenac,School,,https://county-frontenac.hub.arcgis.com/datasets/766877424fde4a8bb70009a4b04d2c07_0/explore,County of Frontenac - Open Government Licence,1,https://frontenac.maps.arcgis.com/sharing/rest/content/items/b8d2d338adc240c9b7d78e5f615e0652/data,Contains information licensed under the Open Government Licence - County of Frontenac.,2024-12-20
County of Frontenac,Library,,https://county-frontenac.hub.arcgis.com/datasets/1505bf81e9e8458da6a430f2cbbb45c9_0/explore,County of Frontenac - Open Government Licence,1,https://frontenac.maps.arcgis.com/sharing/rest/content/items/b8d2d338adc240c9b7d78e5f615e0652/data,Contains information licensed under the Open Government Licence - County of Frontenac.,2024-12-20
County of Frontenac,Building Footprints (Open Data View),,https://county-frontenac.hub.arcgis.com/datasets/80c64aa0acee40379602d4cdb2bfe7ed_0/explore,County of Frontenac - Open Government Licence,1,https://frontenac.maps.arcgis.com/sharing/rest/content/items/b8d2d338adc240c9b7d78e5f615e0652/data,Contains information licensed under the Open Government Licence - County of Frontenac.,2024-12-20
County of Frontenac,Emergency Services,,https://county-frontenac.hub.arcgis.com/datasets/959e1ba75e614c2f950fbb5e7055ce99_0/explore,County of Frontenac - Open Government Licence,1,https://frontenac.maps.arcgis.com/sharing/rest/content/items/b8d2d338adc240c9b7d78e5f615e0652/data,Contains information licensed under the Open Government Licence - County of Frontenac.,2024-12-20
County of Frontenac,Municipal Office,,https://county-frontenac.hub.arcgis.com/datasets/50adf53f9a6040c3a686ccd4207c8f02_0/explore,County of Frontenac - Open Government Licence,1,https://frontenac.maps.arcgis.com/sharing/rest/content/items/b8d2d338adc240c9b7d78e5f615e0652/data,Contains information licensed under the Open Government Licence - County of Frontenac.,2024-12-20
County of Huron,Municipal 911 Address,,https://data-huron.opendata.arcgis.com/datasets/55ae362c840344cdb3422d496db10d64_0/explore,Open Government Licence - The County of Huron,2,https://data-huron.opendata.arcgis.com/datasets/55ae362c840344cdb3422d496db10d64_0/explore,Contains information licensed under the Open Government Licence - The County of Huron.,2025-01-14
County of Huron,Schools,,https://data-huron.opendata.arcgis.com/datasets/becea214e0fa48c7b9eaf6df4c286e80_0/explore,Open Government Licence - The County of Huron,2,https://data-huron.opendata.arcgis.com/datasets/becea214e0fa48c7b9eaf6df4c286e80_0/explore,Contains information licensed under the Open Government Licence - The County of Huron.,2025-01-14
County of Huron,BuildingFootprints,,https://data-huron.opendata.arcgis.com/datasets/47c1a23dfb204f9fb8fdba55243811e3_0/explore,Open Government Licence - The County of Huron,2,https://data-huron.opendata.arcgis.com/datasets/47c1a23dfb204f9fb8fdba55243811e3_0/explore,Contains information licensed under the Open Government Licence - The County of Huron.,2024-11-26
County of Huron,Entertainment,,https://data-huron.opendata.arcgis.com/datasets/e77ce5bbe5d749468bf1e7b9fcb87e4c_0/explore,Open Government Licence - The County of Huron,2,https://data-huron.opendata.arcgis.com/datasets/e77ce5bbe5d749468bf1e7b9fcb87e4c_0/explore,Contains information licensed under the Open Government Licence - The County of Huron.,2025-01-14
County of Huron,Places of Worship,,https://data-huron.opendata.arcgis.com/datasets/cdf9ad022a744f7e88bcb01cbce15685_0/explore,Open Government Licence - The County of Huron,2,https://data-huron.opendata.arcgis.com/datasets/cdf9ad022a744f7e88bcb01cbce15685_0/explore,Contains information licensed under the Open Government Licence - The County of Huron.,2025-01-14
County of Huron,Emergency Services,,https://data-huron.opendata.arcgis.com/datasets/66f26e1623c844b49cdfe6e92e79bcad_0/explore,Open Government Licence - The County of Huron,2,https://data-huron.opendata.arcgis.com/datasets/66f26e1623c844b49cdfe6e92e79bcad_0/explore,Contains information licensed under the Open Government Licence - The County of Huron.,2025-01-14
County of Huron,Recreation,,https://data-huron.opendata.arcgis.com/datasets/e851c28f833444db936c12fe79c8a015_0/explore,Open Government Licence - The County of Huron,2,https://data-huron.opendata.arcgis.com/datasets/e851c28f833444db936c12fe79c8a015_0/explore,Contains information licensed under the Open Government Licence - The County of Huron.,2025-01-14
County of Huron,Library,,https://data-huron.opendata.arcgis.com/datasets/ddd734819ee5492aa7df21855e0890b3_0/explore,Open Government Licence - The County of Huron,2,https://data-huron.opendata.arcgis.com/datasets/ddd734819ee5492aa7df21855e0890b3_0/explore,Contains information licensed under the Open Government Licence - The County of Huron.,2025-01-14
County of Lennox & Addington,"Dining, Lodging, POI (Public View)",,https://open-data-hub-lennoxaddington.hub.arcgis.com/datasets/9fd769ab3a3f4221ab0cec8b55ba3156_0/explore,Open Government Licence - County of Lennox and Addington,2,https://open-data-hub-lennoxaddington.hub.arcgis.com/pages/terms-of-use,Contains information licensed under the Open Government Licence - County of Lennox and Addington.,2025-01-14
County of Lennox & Addington,Civic Addresses (Public View),,https://l-a-mapping-services-lennoxaddington.hub.arcgis.com/datasets/f0fc63eb201943fbb10f33f97436ff2d_0/explore,Open Government Licence - County of Lennox and Addington,2,https://open-data-hub-lennoxaddington.hub.arcgis.com/pages/terms-of-use,Contains information licensed under the Open Government Licence - County of Lennox and Addington.,2025-01-06
County of Lennox & Addington,Facility Sites Point (Public View),,https://l-a-mapping-services-lennoxaddington.hub.arcgis.com/datasets/f131994602fb441e95bc32564b100498_0/explore,Open Government Licence - County of Lennox and Addington,2,https://open-data-hub-lennoxaddington.hub.arcgis.com/pages/terms-of-use,Contains information licensed under the Open Government Licence - County of Lennox and Addington.,2025-01-06
County of Lennox & Addington,Building Footprint (Public View),,https://l-a-mapping-services-lennoxaddington.hub.arcgis.com/datasets/d1c298afe4bf4de09ce15c324ff6b488_0/explore,Open Government Licence - County of Lennox and Addington,2,https://open-data-hub-lennoxaddington.hub.arcgis.com/pages/terms-of-use,Contains information licensed under the Open Government Licence - County of Lennox and Addington.,2025-01-06
County of Simcoe,Address Number,,https://opengis.simcoe.ca/public/,Open Government Licence - Simcoe County,1,https://maps.simcoe.ca/openlicense.html,Contains information licensed under the Open Government Licence – Simcoe County.,2025-04-04
County of Simcoe,Innovation Centres,,https://opengis.simcoe.ca/public/,Open Government Licence - Simcoe County,1,https://maps.simcoe.ca/openlicense.html,Contains information licensed under the Open Government Licence – Simcoe County.,2025-04-04
County of Simcoe,Casino,,https://opengis.simcoe.ca/public/,Open Government Licence - Simcoe County,1,https://maps.simcoe.ca/openlicense.html,Contains information licensed under the Open Government Licence – Simcoe County.,2025-04-04
County of Simcoe,Train Station,,https://opengis.simcoe.ca/public/,Open Government Licence - Simcoe County,1,https://maps.simcoe.ca/openlicense.html,Contains information licensed under the Open Government Licence – Simcoe County.,2025-04-04
County of Simcoe,Childcare Facility,,https://opengis.simcoe.ca/public/,Open Government Licence - Simcoe County,1,https://maps.simcoe.ca/openlicense.html,Contains information licensed under the Open Government Licence – Simcoe County.,2025-04-04
County of Simcoe,Service Canada Centre,,https://opengis.simcoe.ca/public/,Open Government Licence - Simcoe County,1,https://maps.simcoe.ca/openlicense.html,Contains information licensed under the Open Government Licence – Simcoe County.,2025-04-04
County of Simcoe,Museum And Archives,,https://opengis.simcoe.ca/public/,Open Government Licence - Simcoe County,1,https://maps.simcoe.ca/openlicense.html,Contains information licensed under the Open Government Licence – Simcoe County.,2025-04-04
County of Simcoe,Paramedic Station,,https://opengis.simcoe.ca/public/,Open Government Licence - Simcoe County,1,https://maps.simcoe.ca/openlicense.html,Contains information licensed under the Open Government Licence – Simcoe County.,2025-04-04
County of Simcoe,Hospital,,https://opengis.simcoe.ca/public/,Open Government Licence - Simcoe County,1,https://maps.simcoe.ca/openlicense.html,Contains information licensed under the Open Government Licence – Simcoe County.,2025-04-04
County of Simcoe,Ontario Works Office,,https://opengis.simcoe.ca/public/,Open Government Licence - Simcoe County,1,https://maps.simcoe.ca/openlicense.html,Contains information licensed under the Open Government Licence – Simcoe County.,2025-04-04
County of Simcoe,Education Facility,,https://opengis.simcoe.ca/public/,Open Government Licence - Simcoe County,1,https://maps.simcoe.ca/openlicense.html,Contains information licensed under the Open Government Licence – Simcoe County.,2025-04-04
County of Simcoe,Ontario Employment Services Centre,,https://opengis.simcoe.ca/public/,Open Government Licence - Simcoe County,1,https://maps.simcoe.ca/openlicense.html,Contains information licensed under the Open Government Licence – Simcoe County.,2025-04-04
County of Simcoe,Long Term Care Facility,,https://opengis.simcoe.ca/public/,Open Government Licence - Simcoe County,1,https://maps.simcoe.ca/openlicense.html,Contains information licensed under the Open Government Licence – Simcoe County.,2025-04-04
County of Simcoe,Service Ontario Centre,,https://opengis.simcoe.ca/public/,Open Government Licence - Simcoe County,1,https://maps.simcoe.ca/openlicense.html,Contains information licensed under the Open Government Licence – Simcoe County.,2025-04-04
County of Simcoe,Municipal Administration Centre,,https://opengis.simcoe.ca/public/,Open Government Licence - Simcoe County,1,https://maps.simcoe.ca/openlicense.html,Contains information licensed under the Open Government Licence – Simcoe County.,2025-04-04
County of Simcoe,Fire Hall,,https://opengis.simcoe.ca/public/,Open Government Licence - Simcoe County,1,https://maps.simcoe.ca/openlicense.html,Contains information licensed under the Open Government Licence – Simcoe County.,2025-04-04
County of Simcoe,Community Facilities,,https://opengis.simcoe.ca/public/,Open Government Licence - Simcoe County,1,https://maps.simcoe.ca/openlicense.html,Contains information licensed under the Open Government Licence – Simcoe County.,2025-04-04
County of Simcoe,Building,,https://opengis.simcoe.ca/public/,Open Government Licence - Simcoe County,1,https://maps.simcoe.ca/openlicense.html,Contains information licensed under the Open Government Licence – Simcoe County.,2025-04-04
County of Simcoe,Police Station,,https://opengis.simcoe.ca/public/,Open Government Licence - Simcoe County,1,https://maps.simcoe.ca/openlicense.html,Contains information licensed under the Open Government Licence – Simcoe County.,2025-04-04
County of Simcoe,Library,,https://opengis.simcoe.ca/public/,Open Government Licence - Simcoe County,1,https://maps.simcoe.ca/openlicense.html,Contains information licensed under the Open Government Licence – Simcoe County.,2025-04-04
District of Lake Country,District of Lake Country Address Points,,https://dlc-open-data-dlc.hub.arcgis.com/datasets/0aed4c689c9b45cbafd118d96ae75942_4/explore,Open Government Licence - District of Lake Country,2,https://gis.lakecountry.bc.ca/LakeCountryOpenDataLicense.pdf,Contains information licensed under the Open Government License – District of Lake Country.,2025-03-07
District of Lake Country,District of Lake Country Building Footprints,,https://dlc-open-data-dlc.hub.arcgis.com/datasets/e68aea6f368545f4ab73944da84230cd_182/explore,Open Government Licence - District of Lake Country,2,https://gis.lakecountry.bc.ca/LakeCountryOpenDataLicense.pdf,Contains information licensed under the Open Government License – District of Lake Country.,2024-12-16
District of Muskoka,Addressing - Civic Addresses,,https://map.muskoka.on.ca/datasets/7dbdeb9bc94b45d4a3296f73fba38a3c_0/explore,District Municipality of Muskoka - Open Data Licence v.1.0,1,https://map.muskoka.on.ca/pages/terms-of-use,Contains information provided by the District Municipality of Muskoka under licence,2025-01-02
