source,dataset,department,dataset_url,licence_name,licence_version,licence_url,attribution,download_date
City of Kitchener,Buildings City Owned,,https://open-kitchenergis.opendata.arcgis.com/datasets/77941696cb5c44ea93f809f9f9f24c77_0/explore?,Open Government Licence - The Corporation of the City of Kitchener,1,https://www.kitchener.ca/en/council-and-city-administration/open-data-licence.aspx,Contains information licensed under the Open Government Licence - The Corporation of the City of Kitchener,2024-12-10
City of Kitchener,Hospitals,,https://open-kitchenergis.opendata.arcgis.com/datasets/df144ed65c864469ab40160767cb8176_0/explore?,Open Government Licence - The Corporation of the City of Kitchener,1,https://www.kitchener.ca/en/council-and-city-administration/open-data-licence.aspx,Contains information licensed under the Open Government Licence - The Corporation of the City of Kitchener,2024-12-10
City of Kitchener,Education Facility,,https://open-kitchenergis.opendata.arcgis.com/datasets/8aedc5fec40648f58af6c5e43cb43de5_0/explore,Open Government Licence - The Corporation of the City of Kitchener,1,https://www.kitchener.ca/en/council-and-city-administration/open-data-licence.aspx,Contains information licensed under the Open Government Licence - The Corporation of the City of Kitchener,2024-12-10
City of Kitchener,Building Outlines,,https://open-kitchenergis.opendata.arcgis.com/datasets/df9500c5a9224d0bbee271e4baa4b858_0/explore,Open Government Licence - The Corporation of the City of Kitchener,1,https://www.kitchener.ca/en/council-and-city-administration/open-data-licence.aspx,Contains information licensed under the Open Government Licence - The Corporation of the City of Kitchener,2024-12-10
City of Kitchener,Addresses,,https://open-kitchenergis.opendata.arcgis.com/datasets/98e0a9aa3f8e447380f27fdc1c170d02_0/explore,Open Government Licence - The Corporation of the City of Kitchener,1,https://www.kitchener.ca/en/council-and-city-administration/open-data-licence.aspx,Contains information licensed under the Open Government Licence - The Corporation of the City of Kitchener,2025-01-15
City of Kitchener,Heritage Properties,,https://open-kitchenergis.opendata.arcgis.com/datasets/806af22b0cf94dacaecece52a4f96ada_0/explore,Open Government Licence - The Corporation of the City of Kitchener,1,https://www.kitchener.ca/en/council-and-city-administration/open-data-licence.aspx,Contains information licensed under the Open Government Licence - The Corporation of the City of Kitchener,2024-12-10
City of Kitchener,Government Service,,https://open-kitchenergis.opendata.arcgis.com/datasets/2c7da140a3e44ec2890b7f846048e7e9_0/explore,Open Government Licence - The Corporation of the City of Kitchener,1,https://www.kitchener.ca/en/council-and-city-administration/open-data-licence.aspx,Contains information licensed under the Open Government Licence - The Corporation of the City of Kitchener,2025-01-15
City of Kitchener,Museums,,https://open-kitchenergis.opendata.arcgis.com/datasets/737cebec98414635bb45cf0621977d0d_0/explore?,Open Government Licence - The Corporation of the City of Kitchener,1,https://www.kitchener.ca/en/council-and-city-administration/open-data-licence.aspx,Contains information licensed under the Open Government Licence - The Corporation of the City of Kitchener,2024-12-10
City of Kitchener,Community Centres,,https://open-kitchenergis.opendata.arcgis.com/datasets/daeb44b4880140f88561840efe3ccfbe_0/explore?,Open Government Licence - The Corporation of the City of Kitchener,1,https://www.kitchener.ca/en/council-and-city-administration/open-data-licence.aspx,Contains information licensed under the Open Government Licence - The Corporation of the City of Kitchener,2024-12-10
City of Kitchener,Libraries,,https://open-kitchenergis.opendata.arcgis.com/datasets/413adeea9c9543b68a0fb8d3b6a059c8_0/explore,Open Government Licence - The Corporation of the City of Kitchener,1,https://www.kitchener.ca/en/council-and-city-administration/open-data-licence.aspx,Contains information licensed under the Open Government Licence - The Corporation of the City of Kitchener,2024-12-10
City of Lethbridge,Aquatic Centers,,https://opendata.lethbridge.ca/datasets/c5fbf70ee31447a09f583d9dbfe0bf94_0/explore?,City of Lethbridge - Open Data License,1,https://opendata.lethbridge.ca/pages/open-data-license,Contains information licensed under the City of Lethbridge - Open Data License,2025-01-09
City of Lethbridge,Community Services,,https://opendata.lethbridge.ca/datasets/97f253c858e24b18b3807151f7a58b5e_0/explore,City of Lethbridge - Open Data License,1,https://opendata.lethbridge.ca/pages/open-data-license,Contains information licensed under the City of Lethbridge - Open Data License,2025-01-09
City of Lethbridge,Tourism,,https://opendata.lethbridge.ca/datasets/881517dd7b4d443fadb9d9202775b139_0/explore,City of Lethbridge - Open Data License,1,https://opendata.lethbridge.ca/pages/open-data-license,Contains information licensed under the City of Lethbridge - Open Data License,2025-01-09
City of Lethbridge,Emergency Services,,https://opendata.lethbridge.ca/datasets/49562195f8c14a26ae9908bc764bb324_0/explore,City of Lethbridge - Open Data License,1,https://opendata.lethbridge.ca/pages/open-data-license,Contains information licensed under the City of Lethbridge - Open Data License,2025-01-09
City of Lethbridge,Building Footprints,,https://opendata.lethbridge.ca/datasets/7d32446fb333488598268bd4bc0c830d_0/explore,City of Lethbridge - Open Data License,1,https://opendata.lethbridge.ca/pages/open-data-license,Contains information licensed under the City of Lethbridge - Open Data License,2024-12-03
City of Lethbridge,Government,,https://opendata.lethbridge.ca/datasets/b22e6a0769e14413b4b71ec5bdc727ae_0/explore,City of Lethbridge - Open Data License,1,https://opendata.lethbridge.ca/pages/open-data-license,Contains information licensed under the City of Lethbridge - Open Data License,2025-01-09
City of Lethbridge,Youth Services,,https://opendata.lethbridge.ca/datasets/209afe2d691d41db839f7719a1d80a64_0/explore,City of Lethbridge - Open Data License,1,https://opendata.lethbridge.ca/pages/open-data-license,Contains information licensed under the City of Lethbridge - Open Data License,2025-01-09
City of Lethbridge,Health Care Facilities,,https://opendata.lethbridge.ca/datasets/fcaa72280d2c427aac04f0c0bf3dc2ea_0/explore,City of Lethbridge - Open Data License,1,https://opendata.lethbridge.ca/pages/open-data-license,Contains information licensed under the City of Lethbridge - Open Data License,2025-01-09
City of Lethbridge,Historic Places,,https://opendata.lethbridge.ca/datasets/87687ea5fc5f453ea3342a0d8646121a_0/explore,City of Lethbridge - Open Data License,1,https://opendata.lethbridge.ca/pages/open-data-license,Contains information licensed under the City of Lethbridge - Open Data License,2025-01-09
City of Lethbridge,Education,,https://opendata.lethbridge.ca/datasets/c3ae6bc63380494289a07a46f8d48ca5_0/explore,City of Lethbridge - Open Data License,1,https://opendata.lethbridge.ca/pages/open-data-license,Contains information licensed under the City of Lethbridge - Open Data License,2025-01-09
City of London,Libraries,,https://opendata.london.ca/datasets/bc16dc17fb75479fa7588aa162fb8e22_3/explore,Terms of Use - City of London Open Data,,https://london.maps.arcgis.com/sharing/rest/content/items/e31458fd0c7e41dd9f93144a9550781d/data,"Data is freely provided by the City of London,, under the open data terms of use, https://london.maps.arcgis.com/sharing/rest/content/items/e31458fd0c7e41dd9f93144a9550781d/data",2025-01-03
City of London,Schools,,https://opendata.london.ca/datasets/cabb026f825348ae9c606f2c8b013e21_4/explore,Terms of Use - City of London Open Data,,https://london.maps.arcgis.com/sharing/rest/content/items/e31458fd0c7e41dd9f93144a9550781d/data,"Data is freely provided by the City of London,, under the open data terms of use, https://london.maps.arcgis.com/sharing/rest/content/items/e31458fd0c7e41dd9f93144a9550781d/data",2025-01-03
City of London,Emergency Services,,https://opendata.london.ca/datasets/174ed0d5be31424dab612268db1fc460_1/explore,Terms of Use - City of London Open Data,,https://london.maps.arcgis.com/sharing/rest/content/items/e31458fd0c7e41dd9f93144a9550781d/data,"Data is freely provided by the City of London,, under the open data terms of use, https://london.maps.arcgis.com/sharing/rest/content/items/e31458fd0c7e41dd9f93144a9550781d/data",2025-01-03
City of London,Buildings,,https://opendata.london.ca/datasets/0653b9ffb0034a7f910059b5d7af684b_3/explore,Terms of Use - City of London Open Data,,https://london.maps.arcgis.com/sharing/rest/content/items/e31458fd0c7e41dd9f93144a9550781d/data,"Data is freely provided by the City of London,, under the open data terms of use, https://london.maps.arcgis.com/sharing/rest/content/items/e31458fd0c7e41dd9f93144a9550781d/data",2024-12-11
City of London,Addresses,,https://opendata.london.ca/datasets/24b16712d14c42d7ac1e679c8c89bf47_0/explore,Terms of Use - City of London Open Data,,https://london.maps.arcgis.com/sharing/rest/content/items/e31458fd0c7e41dd9f93144a9550781d/data,"Data is freely provided by the City of London,, under the open data terms of use, https://london.maps.arcgis.com/sharing/rest/content/items/e31458fd0c7e41dd9f93144a9550781d/data",2025-01-03
City of London,Historic Sites,,https://opendata.london.ca/datasets/42c3ef4f1e814262a5f32d3ee0a01fa9_9/explore,Terms of Use - City of London Open Data,,https://london.maps.arcgis.com/sharing/rest/content/items/e31458fd0c7e41dd9f93144a9550781d/data,"Data is freely provided by the City of London,, under the open data terms of use, https://london.maps.arcgis.com/sharing/rest/content/items/e31458fd0c7e41dd9f93144a9550781d/data",2025-01-03
City of London,Hospitals,,https://opendata.london.ca/datasets/a1ca22a405fe4ad9852477a7add40565_2/explore,Terms of Use - City of London Open Data,,https://london.maps.arcgis.com/sharing/rest/content/items/e31458fd0c7e41dd9f93144a9550781d/data,"Data is freely provided by the City of London,, under the open data terms of use, https://london.maps.arcgis.com/sharing/rest/content/items/e31458fd0c7e41dd9f93144a9550781d/data",2025-01-03
City of Maple Ridge,2022 Voting Location Building Footprint,,https://opengov.mapleridge.ca/datasets/04a6edb69fc148ca846b1c95cc7c54df_1/explore,Open Government Licence - Maple Ridge,2,https://www.mapleridge.ca/terms-use#OpenGovernmentLicenceMapleRidge,Contains information licensed under the Open Government Licence - Maple Ridge.,2024-12-18
City of Maple Ridge,Community Halls,,https://opengov.mapleridge.ca/datasets/065ed9dd9638461085331161e57384ab_6/explore,Open Government Licence - Maple Ridge,2,https://www.mapleridge.ca/terms-use#OpenGovernmentLicenceMapleRidge,Contains information licensed under the Open Government Licence - Maple Ridge.,2024-12-18
City of Maple Ridge,Facilities and Attractions,,https://opengov.mapleridge.ca/datasets/c64070e12e6a475f99444f8b7ce17800_7/explore,Open Government Licence - Maple Ridge,2,https://www.mapleridge.ca/terms-use#OpenGovernmentLicenceMapleRidge,Contains information licensed under the Open Government Licence - Maple Ridge.,2024-12-18
City of Markham,City Owned Facilities,,https://data-markham.opendata.arcgis.com/datasets/d8cee9f1183f4d8f9c731e777782f3a3_0/explore,Open Data Licence - City of Markham,1,https://data-markham.opendata.arcgis.com/pages/terms-of-use,Contains public sector Information made available under the City of Markham’s Open Data Licence,2025-01-15
City of Mississauga,Building Footprints,,https://data.mississauga.ca/datasets/63c22b97380546058f2b92ee0dca9d4b_0/explore,City of Mississauga ‐‐Terms of Use,,https://mississauga.maps.arcgis.com/sharing/rest/content/items/961c790805c14d8da258ec91bf4117e3/data,Datasets are publicly available from the City of Mississauga under their Terms of Use,2024-12-09
City of Mississauga,Address,,https://data.mississauga.ca/datasets/8efbfcb82a2e4373bea6013105ed1c8c_0/explore,City of Mississauga ‐‐Terms of Use,,https://mississauga.maps.arcgis.com/sharing/rest/content/items/961c790805c14d8da258ec91bf4117e3/data,Datasets are publicly available from the City of Mississauga under their Terms of Use,2025-01-15
City of Mississauga,City Heritage Buildings,,https://data.mississauga.ca/datasets/d6741a81176b44fd9b01a429445bfb0d_5/explore,City of Mississauga ‐‐Terms of Use,,https://mississauga.maps.arcgis.com/sharing/rest/content/items/961c790805c14d8da258ec91bf4117e3/data,Datasets are publicly available from the City of Mississauga under their Terms of Use,2025-01-15
City of Mississauga,City Museums,,https://data.mississauga.ca/datasets/d86f80526b0c4a69be6186ef2e8cf171_5/explore,City of Mississauga ‐‐Terms of Use,,https://mississauga.maps.arcgis.com/sharing/rest/content/items/961c790805c14d8da258ec91bf4117e3/data,Datasets are publicly available from the City of Mississauga under their Terms of Use,2025-01-15
City of Mississauga,City Libraries,,https://data.mississauga.ca/datasets/add911c6f0084a5fb967fb0632b5a4c1_5/explore?,City of Mississauga ‐‐Terms of Use,,https://mississauga.maps.arcgis.com/sharing/rest/content/items/961c790805c14d8da258ec91bf4117e3/data,Datasets are publicly available from the City of Mississauga under their Terms of Use,2024-12-09
City of Mississauga,City Fire Stations,,https://data.mississauga.ca/datasets/e84a2af2c2c6489cbd42086769df9b5e_5/explore?,City of Mississauga ‐‐Terms of Use,,https://mississauga.maps.arcgis.com/sharing/rest/content/items/961c790805c14d8da258ec91bf4117e3/data,Datasets are publicly available from the City of Mississauga under their Terms of Use,2024-12-09
City of Mississauga,GO Transit Stations,,https://data.mississauga.ca/datasets/71b03bb66c37459da3b112b079d50122_0/explore,City of Mississauga ‐‐Terms of Use,,https://mississauga.maps.arcgis.com/sharing/rest/content/items/961c790805c14d8da258ec91bf4117e3/data,Datasets are publicly available from the City of Mississauga under their Terms of Use,2025-01-15
City of Mississauga,City Theatres,,https://data.mississauga.ca/datasets/1f52d2412c39487e96f67e474e5ff153_5/explore,City of Mississauga ‐‐Terms of Use,,https://mississauga.maps.arcgis.com/sharing/rest/content/items/961c790805c14d8da258ec91bf4117e3/data,Datasets are publicly available from the City of Mississauga under their Terms of Use,2025-01-15
City of Mississauga,Art Galleries,,https://data.mississauga.ca/datasets/1446daede2cf4d70ab64c7fd3b3d73d4_5/explore?,City of Mississauga ‐‐Terms of Use,,https://mississauga.maps.arcgis.com/sharing/rest/content/items/961c790805c14d8da258ec91bf4117e3/data,Datasets are publicly available from the City of Mississauga under their Terms of Use,2024-12-09
City of Mississauga,City Community Centres,,https://data.mississauga.ca/datasets/30a1e25edc88471c97c1f1dc537a5784_5/explore,City of Mississauga ‐‐Terms of Use,,https://mississauga.maps.arcgis.com/sharing/rest/content/items/961c790805c14d8da258ec91bf4117e3/data,Datasets are publicly available from the City of Mississauga under their Terms of Use,2025-01-15
City of Moncton,Schools,,https://open.moncton.ca/datasets/c32b2e5a6ea548e382f1ce5b6b31091d_0/explore,Custom. City of Moncton Open Data Terms of Use,,https://www5.moncton.ca/docs/Open_Data_Terms_of_Use.pdf,Data provided by the City of Moncton.,2024-12-23
City of Moncton,Pharmacies,,https://open.moncton.ca/datasets/0378085722cb4b49bd47538b8a0fdc23_0/explore,Custom. City of Moncton Open Data Terms of Use,,https://www5.moncton.ca/docs/Open_Data_Terms_of_Use.pdf,Data provided by the City of Moncton.,2024-12-23
City of Moncton,Grocery Stores,,https://open.moncton.ca/datasets/c1e1210fbdd34a48983cf6eaaa2fcea3_0/explore,Custom. City of Moncton Open Data Terms of Use,,https://www5.moncton.ca/docs/Open_Data_Terms_of_Use.pdf,Data provided by the City of Moncton.,2024-12-23
City of Moncton,Senior Care Facilities,,https://open.moncton.ca/datasets/55e06b83cb904c989a08adfb635c53c0_0/explore,Custom. City of Moncton Open Data Terms of Use,,https://www5.moncton.ca/docs/Open_Data_Terms_of_Use.pdf,Data provided by the City of Moncton.,2024-12-23
City of Moncton,Address,,https://open.moncton.ca/datasets/1b2d704f20a243e19020f38756cdf3d3_0/explore?,Custom. City of Moncton Open Data Terms of Use,,https://www5.moncton.ca/docs/Open_Data_Terms_of_Use.pdf,Data provided by the City of Moncton.,2024-12-23
City of Moncton,Buildings,,https://open.moncton.ca/datasets/63cc08c51d664eb78e8b5f59304277a4_0/explore,Custom. City of Moncton Open Data Terms of Use,,https://www5.moncton.ca/docs/Open_Data_Terms_of_Use.pdf,Data provided by the City of Moncton.,2024-11-12
City of Nanaimo,Building Footprint,,https://www.nanaimo.ca/open-data-catalogue/DataBrowser/nanaimo/BuildingFootprint,Open Government Licence - Nanaimo,2,https://www.nanaimo.ca/your-government/maps-data/open-data-catalogue/open-data-catalogue-licence,Contains information licenced under the Open Government Licence - Nanaimo.,2024-12-09
City of New Westminster,Buildings - Inventory,,https://opendata.newwestcity.ca/datasets/4b531be184d24e799d20d74fa500bdbe_0/explore,Open Government Licence - City of New Westminster,1,https://opendata.newwestcity.ca/pages/terms-of-use,Contains information licenced under the Open Government Licence - City of New Westminster.,2024-12-10
City of New Westminster,Address Points,,https://opendata.newwestcity.ca/datasets/2379bc82a1654784ae83c4ef52ff8439_0/explore,Open Government Licence - City of New Westminster,1,https://opendata.newwestcity.ca/pages/terms-of-use,Contains information licenced under the Open Government Licence - City of New Westminster.,2025-01-13
City of New Westminster,Hospital,,https://opendata.newwestcity.ca/datasets/ca51b13754a94cf494e771105829a5b6_0/explore,Open Government Licence - City of New Westminster,1,https://opendata.newwestcity.ca/pages/terms-of-use,Contains information licenced under the Open Government Licence - City of New Westminster.,2025-01-13
City of New Westminster,Major Shopping,,https://opendata.newwestcity.ca/datasets/fb61734fa9d64871a14c851f65f9d15c_0/explore,Open Government Licence - City of New Westminster,1,https://opendata.newwestcity.ca/pages/terms-of-use,Contains information licenced under the Open Government Licence - City of New Westminster.,2025-01-13
City of New Westminster,Rental Buildings,,https://opendata.newwestcity.ca/datasets/639a7ed15a7a4354b2d16255d68f77a2_0/explore,Open Government Licence - City of New Westminster,1,https://opendata.newwestcity.ca/pages/terms-of-use,Contains information licenced under the Open Government Licence - City of New Westminster.,2025-01-13
City of New Westminster,City Operational Buildings,,https://opendata.newwestcity.ca/datasets/6c33bbe1f718405992b4c3fd53ca7e05_0/explore,Open Government Licence - City of New Westminster,1,https://opendata.newwestcity.ca/pages/terms-of-use,Contains information licenced under the Open Government Licence - City of New Westminster.,2025-01-13
City of Niagara Falls,Niagara Falls Medical Services,,https://open.niagarafalls.ca/datasets/7e4457960dff40199ed7f9ab6c867c48_0/explore?,Open Government Licence - Niagara Falls,1,https://open.niagarafalls.ca/pages/terms-of-use,Contains information licensed under the Open Government Licence - Niagara Falls.,2024-12-09
City of Niagara Falls,Niagara Falls Address Points,,https://open.niagarafalls.ca/datasets/674a3da8e59744a3a9dc89e4d5b3837e_0/explore,Open Government Licence - Niagara Falls,1,https://open.niagarafalls.ca/pages/terms-of-use,Contains information licensed under the Open Government Licence - Niagara Falls.,2025-02-15
City of Niagara Falls,Niagara Falls Building Footprints 2018,,https://open.niagarafalls.ca/datasets/0e4764a531e84b7182cfaf3c4da7e8f4_0/explore,Open Government Licence - Niagara Falls,1,https://open.niagarafalls.ca/pages/terms-of-use,Contains information licensed under the Open Government Licence - Niagara Falls.,2024-12-09
City of Niagara Falls,Niagara Falls Police Services,,https://open.niagarafalls.ca/datasets/91aa64b48b1548d086399d7fc0f64295_0/explore,Open Government Licence - Niagara Falls,1,https://open.niagarafalls.ca/pages/terms-of-use,Contains information licensed under the Open Government Licence - Niagara Falls.,2024-12-09
City of Oshawa,Oshawa Educational Facilities,,https://city-oshawa.opendata.arcgis.com/datasets/e746cb00839e49238cfcecdc23f2cca4_3/explore,Open Government Licence - The Corporation of the City of Oshawa,2,https://map.oshawa.ca/OpenData/Open%20Government%20Licence%20version%202.0%20-%20Oshawa.pdf,Contains information licensed under the Open Government Licence - The Corporation of the City of Oshawa,2024-12-19
City of Oshawa,Oshawa Building Footprints,,https://city-oshawa.opendata.arcgis.com/datasets/52e10531410b409095ad9cd64f59b41a_12/explore,Open Government Licence - The Corporation of the City of Oshawa,2,https://map.oshawa.ca/OpenData/Open%20Government%20Licence%20version%202.0%20-%20Oshawa.pdf,Contains information licensed under the Open Government Licence - The Corporation of the City of Oshawa,2025-02-12
City of Oshawa,Oshawa Addresses,,https://city-oshawa.opendata.arcgis.com/datasets/528210b2e00c4607b8c971f4ed9389ff_0/explore,Open Government Licence - The Corporation of the City of Oshawa,2,https://map.oshawa.ca/OpenData/Open%20Government%20Licence%20version%202.0%20-%20Oshawa.pdf,Contains information licensed under the Open Government Licence - The Corporation of the City of Oshawa,2025-02-15
City of Oshawa,Oshawa Fire Station Locations,,https://city-oshawa.opendata.arcgis.com/datasets/ecb7e8e78256447191f27b8216279822_16/explore,Open Government Licence - The Corporation of the City of Oshawa,2,https://map.oshawa.ca/OpenData/Open%20Government%20Licence%20version%202.0%20-%20Oshawa.pdf,Contains information licensed under the Open Government Licence - The Corporation of the City of Oshawa,2024-12-19
City of Oshawa,Oshawa Community Centres,,https://city-oshawa.opendata.arcgis.com/datasets/e444523281af4572b745dda31ae9aa70_7/explore,Open Government Licence - The Corporation of the City of Oshawa,2,https://map.oshawa.ca/OpenData/Open%20Government%20Licence%20version%202.0%20-%20Oshawa.pdf,Contains information licensed under the Open Government Licence - The Corporation of the City of Oshawa,2024-12-19
City of Oshawa,Oshawa Places of Worship,,https://city-oshawa.opendata.arcgis.com/datasets/9298228642fb4331834cab4ff65f8f8a_5/explore,Open Government Licence - The Corporation of the City of Oshawa,2,https://map.oshawa.ca/OpenData/Open%20Government%20Licence%20version%202.0%20-%20Oshawa.pdf,Contains information licensed under the Open Government Licence - The Corporation of the City of Oshawa,2024-12-19
City of Oshawa,Oshawa Senior's Residences,,https://city-oshawa.opendata.arcgis.com/datasets/c6fc9be2272943ebb21963ade8a34aab_4/explore,Open Government Licence - The Corporation of the City of Oshawa,2,https://map.oshawa.ca/OpenData/Open%20Government%20Licence%20version%202.0%20-%20Oshawa.pdf,Contains information licensed under the Open Government Licence - The Corporation of the City of Oshawa,2024-12-19
City of Ottawa,Municipal Address Points,,https://open.ottawa.ca/datasets/03ba03fdf8e2486ca94fe64ad2c99102_0/explore,Open Government Licence - City of Ottawa,2,https://ottawa.ca/en/city-hall/open-transparent-and-accountable-government/open-data,Contains information licensed under the Open Government Licence - City of Ottawa.,2025-02-15
City of Ottawa,City Facilities - Protective Services,,https://open.ottawa.ca/datasets/5cda481fb74b4983aebcccd5a7b87b1a_3/explore,Open Government Licence - City of Ottawa,2,https://ottawa.ca/en/city-hall/open-transparent-and-accountable-government/open-data,Contains information licensed under the Open Government Licence - City of Ottawa.,2024-12-09
City of Ottawa,Cultural Spaces Inventory - Community,,https://open.ottawa.ca/datasets/32aba2ee33b04c9cbd9466c4bf7b5493_129/explore,Open Government Licence - City of Ottawa,2,https://ottawa.ca/en/city-hall/open-transparent-and-accountable-government/open-data,Contains information licensed under the Open Government Licence - City of Ottawa.,2024-12-09
City of Ottawa,Cultural Spaces Inventory - Food,,https://open.ottawa.ca/datasets/9041d9bd57ec4c19bc2732c0faf51fcf_134/explore,Open Government Licence - City of Ottawa,2,https://ottawa.ca/en/city-hall/open-transparent-and-accountable-government/open-data,Contains information licensed under the Open Government Licence - City of Ottawa.,2024-12-09
City of Ottawa,Cultural Spaces Inventory - Learning,,https://open.ottawa.ca/datasets/e01bb6685e624cceb279026f6e6e860b_131/explore,Open Government Licence - City of Ottawa,2,https://ottawa.ca/en/city-hall/open-transparent-and-accountable-government/open-data,Contains information licensed under the Open Government Licence - City of Ottawa.,2024-12-09
City of Ottawa,Cultural Spaces Inventory - Store,,https://open.ottawa.ca/datasets/24069d2de3494999a888ce1c0ef97181_136/explore,Open Government Licence - City of Ottawa,2,https://ottawa.ca/en/city-hall/open-transparent-and-accountable-government/open-data,Contains information licensed under the Open Government Licence - City of Ottawa.,2024-12-09
City of Ottawa,Ottawa Craft Breweries 2023,,https://open.ottawa.ca/datasets/1aaa6b764ea74d3f9bf8e421f7ad89f1_0/explore,Open Government Licence - City of Ottawa,2,https://ottawa.ca/en/city-hall/open-transparent-and-accountable-government/open-data,Contains information licensed under the Open Government Licence - City of Ottawa.,2025-02-15
City of Ottawa,Building Footprints,,https://open.ottawa.ca/datasets/cfd2a6011b4644a9ae30bb921190eaa7_3/explore,Open Government Licence - City of Ottawa,2,https://ottawa.ca/en/city-hall/open-transparent-and-accountable-government/open-data,Contains information licensed under the Open Government Licence - City of Ottawa.,2024-11-15
City of Ottawa,Cultural Spaces Inventory - Heritage,,https://open.ottawa.ca/datasets/35124a25c8234320a1997e3ae58730ec_133/explore,Open Government Licence - City of Ottawa,2,https://ottawa.ca/en/city-hall/open-transparent-and-accountable-government/open-data,Contains information licensed under the Open Government Licence - City of Ottawa.,2024-12-09
City of Penticton,Building Footprints,,https://open.penticton.ca/datasets/03ff30dc2fa6494a80350346b1900db0_1302/explore,Open Government Licence - City of Penticton,2,https://www.penticton.ca/sites/default/files/docs/our-community/maps-gis/2020-07-02-PDF-Open%20Data%20Government%20Licence.pdf,Contains information licenced under the Open Government Licence - City of Penticton,2024-12-18
City of Penticton,Address Points,,https://open.penticton.ca/datasets/7aa844df598640f8b6d42c2508670523_29/explore,Open Government Licence - City of Penticton,2,https://www.penticton.ca/sites/default/files/docs/our-community/maps-gis/2020-07-02-PDF-Open%20Data%20Government%20Licence.pdf,Contains information licenced under the Open Government Licence - City of Penticton,2025-01-14
City of Penticton,Fire Station,,https://open.penticton.ca/datasets/ff827df3481043939dee0a696a87d687_0/explore,Open Government Licence - City of Penticton,2,https://www.penticton.ca/sites/default/files/docs/our-community/maps-gis/2020-07-02-PDF-Open%20Data%20Government%20Licence.pdf,Contains information licenced under the Open Government Licence - City of Penticton,2024-12-18
City of Penticton,Park Structures,,https://open.penticton.ca/datasets/9b725dfd74054d728fd76049fac04902_1382/explore,Open Government Licence - City of Penticton,2,https://www.penticton.ca/sites/default/files/docs/our-community/maps-gis/2020-07-02-PDF-Open%20Data%20Government%20Licence.pdf,Contains information licenced under the Open Government Licence - City of Penticton,2024-12-18
City of Pickering,Pickering Facilities,,https://opendata.pickering.ca/datasets/3b0c4830a24640c786e31241451fb466_2/explore,City of Pickering - Open Data Licence v.1.0,1,https://www.pickering.ca/en/city-hall/resources/OpenDataLicencePickeringV1.pdf,Contains public sector Information made available under The City of Pickering's Open Data Licence,2024-12-16
City of Pickering,Pickering Building Footprints,,https://opendata.pickering.ca/datasets/7642e4f56325412a88b1d82b015342f4_6/explore,City of Pickering - Open Data Licence v.1.0,1,https://www.pickering.ca/en/city-hall/resources/OpenDataLicencePickeringV1.pdf,Contains public sector Information made available under The City of Pickering's Open Data Licence,2024-12-16
City of Pickering,Pickering Address Points,,https://opendata.pickering.ca/datasets/1bffe161d9e04ee7ad0c39e31ee45c99_0/explore,City of Pickering - Open Data Licence v.1.0,1,https://www.pickering.ca/en/city-hall/resources/OpenDataLicencePickeringV1.pdf,Contains public sector Information made available under The City of Pickering's Open Data Licence,2025-01-13
City of Pickering,Pickering Points of Interest,,https://opendata.pickering.ca/datasets/78d24e77ce294ab786eaa331179909c4_1/explore?,City of Pickering - Open Data Licence v.1.0,1,https://www.pickering.ca/en/city-hall/resources/OpenDataLicencePickeringV1.pdf,Contains public sector Information made available under The City of Pickering's Open Data Licence,2024-12-16
City of Port Coquitlam,Buildings,,https://data-poco.hub.arcgis.com/datasets/7aa5b5b7a03e4f8dbdef2c68e2130c71_0/explore?,Open Government Licence - City of Port Coquitlam,2,https://data-poco.hub.arcgis.com/pages/terms,Contains information licensed under the Open Government Licence - British Columbia.,2024-12-13
City of Port Coquitlam,Addresses,,https://data-poco.hub.arcgis.com/datasets/5fcb136450be4a7ca9835cadb55091bb_0/explore,Open Government Licence - City of Port Coquitlam,2,https://data-poco.hub.arcgis.com/pages/terms,Contains information licensed under the Open Government Licence - British Columbia.,2025-01-14
City of Port Moody,Building Outlines,,https://data.portmoody.ca/datasets/765fdf0462954c31b82b8825476e8229_12/explore,Open Government Licence - Port Moody,1,https://www.portmoody.ca/en/city-hall/open-data-terms-of-use.aspx,Contains information licensed under the Open Government Licence - Port Moody.,2024-12-13
City of Port Moody,City Facilities,,https://data.portmoody.ca/datasets/9a77a2f934144cdebb72c0f179a59e36_104/explore,Open Government Licence - Port Moody,1,https://www.portmoody.ca/en/city-hall/open-data-terms-of-use.aspx,Contains information licensed under the Open Government Licence - Port Moody.,2025-01-11
City of Prince George,Building Outlines,,https://data-cityofpg.opendata.arcgis.com/datasets/2f515830cc0843cc857ae2dea9ad5e5b_7/explore,Open Government License - City of Prince George.,2,https://pgmapinfo.princegeorge.ca/opendata/CityofPrinceGeorge_Open_Government_License_Open_Data.pdf,Contains information licensed under the Open Government License - City of Prince George.,2024-12-04
City of Prince George,Civic Address Points,,https://data-cityofpg.opendata.arcgis.com/datasets/11e68cd901a24c8887ab7af79ddded7b_4/explore,Open Government License - City of Prince George.,2,https://pgmapinfo.princegeorge.ca/opendata/CityofPrinceGeorge_Open_Government_License_Open_Data.pdf,Contains information licensed under the Open Government License - City of Prince George.,2025-01-13
